CIN,LLPIN,Entity Status,Date of Incorporation,Paid-up Capital,PAN,GSTIN,GSTR Variance %,ITC Availed,Audited Net Income,Inventory,Accounts Receivable,EBITDA,Long-Term Debt,Cheque Bounces,NACH Returns,OD Utilization,NACH Obligation %,CMR Rank,Asset Classification,Wilful Defaulter,Capacity Utilization,Machinery Status,Promoter Experience,Contingent Liabilities,Auditor Qualifications,Shareholding Pledge,Risk Premium,Target_Decision
L72535MH2004PTC371517,AAA-2472,Active,2011-04-01,11882851,PHCLP5386O,27NEKAC4790H1Z5,6.73,2138913.18,542020,3373319,55018932,945804,92016751,3,2,74%,53%,5,SMA-2,False,44%,Legacy,36,1285800,Qualified,49%,2.42%,2
U85925GJ2010PTC866470,AAA-4187,Active,2021-12-24,75352511,CTGIH0116X,27XLWKU8395I1Z5,6.12,13563451.98,3325774,2710366,324617057,1594380,48027517,4,3,88%,26%,7,SMA-2,False,41%,Modern,26,6683416,Qualified,5%,2.13%,2
U05836GJ2018PTC051822,AAA-6799,Struck Off,2018-07-25,34256053,MPXXJ1177G,27UCJBH5852P1Z5,8.6,6166089.54,6082392,4277390,13168487,3563263,13456427,0,1,32%,13%,3,Standard,False,59%,Legacy,32,1454867,Clean,5%,5.1%,1
U64658GJ2017PTC716168,AAA-8150,Active,1999-09-11,2216223,QIGZL2027X,27XUBAM7361Z1Z5,5.45,398920.14,31454557,3949643,33512907,10765618,18799169,0,1,28%,34%,1,Standard,False,91%,Legacy,13,342911,Clean,16%,2.87%,1
U99898TN1993PTC821002,AAA-2425,Active,2016-06-28,97749887,DNNVM8934D,27YFBFT5323T1Z5,1.07,17594979.66,42314610,3414384,225496380,14991578,82453547,1,0,53%,13%,2,Standard,False,72%,Dilapidated,23,13149075,Clean,38%,4.87%,1
L55476KA1998PTC427377,AAA-6694,Active,2003-12-08,36792470,ZDRLX9181M,27UERSR4987R1Z5,5.71,6622644.6,467073,755130,251073458,423572,92461803,1,3,67%,52%,5,SMA-2,False,71%,Modern,35,4040192,Clean,17%,1.31%,2
U10104KA2016PTC275306,AAA-2907,Struck Off,2023-09-05,57826639,JZTUL9850X,27NYQTE5377V1Z5,6.69,10408795.02,1688664,2700652,137858398,161103,53117164,3,3,71%,49%,6,SMA-1,False,62%,Modern,27,2375102,Qualified,38%,3.57%,2
U22562GJ2019PTC192736,AAA-7855,Active,2016-04-28,6889334,TSKYB8666N,27SJSVG2725S1Z5,10.4,1240080.12,7422192,1695027,56426627,12884575,65763868,1,1,46%,71%,1,Standard,False,81%,Legacy,26,1041106,Clean,19%,0.56%,1
L58094MH2005PTC681797,AAA-7493,Active,2021-05-18,55685861,ZAOQL2307N,27QETOM5836M1Z5,10.63,10023454.98,2611413,4240432,1844586,582556,90329525,5,4,93%,16%,8,NPA,False,54%,Legacy,23,3657543,Qualified,50%,2.92%,0
L92121MH2009PTC617361,AAA-3951,Active,1999-01-07,29743303,DPWKH3339D,27XOLOW3284G1Z5,1.65,5353794.54,34120246,3438436,1792654,10104209,34194058,1,1,54%,41%,1,Standard,False,82%,Legacy,9,3288450,Clean,12%,1.1%,1
L63940GJ2017PTC576025,AAA-9754,Active,2012-06-29,8824118,VELPU7917V,27ONGSK1632K1Z5,11.96,1588341.24,4314245,1339284,34824903,1945968,69591379,2,3,74%,47%,4,SMA-1,False,59%,Dilapidated,33,70971,Clean,11%,4.72%,2
L27975KA1990PTC245152,AAA-3955,Active,2015-10-06,10235320,HCEMZ3904D,27QLXLZ7178C1Z5,9.83,1842357.6,1401098,3122049,98416808,1946783,62793540,5,5,96%,37%,7,NPA,True,83%,Legacy,16,1072383,Qualified,44%,5.41%,0
U69474MH1999PTC350352,AAA-3602,Active,2001-06-24,11997107,IGPMU1619R,27IYPNJ3732Z1Z5,10.54,2159479.26,1480249,2140064,308698142,1671680,56916410,7,5,96%,38%,7,NPA,True,81%,Dilapidated,34,74662,Qualified,45%,0.54%,0
U22177KA2013PTC103129,AAA-6325,Dormant,2010-02-11,8929443,QFQMG6976R,27QABRS1718B1Z5,2.72,1607299.74,3335117,4046080,368126893,639145,64998589,5,3,108%,46%,10,SMA-2,False,74%,Modern,33,117191,Adverse,48%,3.43%,0
L07466DL2019PTC159848,AAA-5798,Dormant,2014-05-06,16931229,SJWWF9201T,27PAEZF3598H1Z5,8.11,3047621.22,16639026,2135606,22064230,10785537,72797025,5,4,99%,55%,8,SMA-2,True,90%,Legacy,26,2613740,Qualified,48%,1.12%,0
U67904GJ2012PTC582417,AAA-3696,Active,2007-09-30,18573903,RLPZC1627Y,27SVNUJ0768C1Z5,4.8,3343302.54,2248862,9701,217999026,1567032,65696522,2,2,79%,13%,6,SMA-2,False,67%,Legacy,4,96914,Qualified,31%,1.83%,2
L89470MH2014PTC746640,AAA-2433,Active,2025-03-28,4685017,WCQYQ4031C,27UEWZI2085S1Z5,2.99,843303.06,4363640,2033425,75042474,1148818,93323734,7,2,87%,23%,7,NPA,True,84%,Modern,3,507068,Adverse,4%,2.87%,0
U39579DL2002PTC464607,AAA-2791,Dormant,2006-04-05,7753736,XRQXS7593U,27RUKOF8833X1Z5,5.59,1395672.48,2127464,3468552,23954514,643658,50227564,3,1,79%,60%,6,SMA-1,False,95%,Legacy,24,1141022,Qualified,16%,1.64%,2
U65575MH1994PTC335373,AAA-8196,Active,2025-10-30,32357226,OPXND0491O,27DORRJ6837L1Z5,7.9,5824300.68,42229663,2828307,201295087,5991936,80542429,1,1,30%,22%,2,Standard,False,58%,Modern,15,1782208,Clean,2%,3.74%,1
U77401MH1998PTC577862,AAA-3487,Active,2017-02-11,59748534,MUERV1484Y,27LZPFR5475S1Z5,0.7,10754736.12,2940753,4340142,155912312,194574,50561455,1,2,75%,62%,5,SMA-1,False,66%,Modern,12,264358,Qualified,37%,4.1%,2
L49817MH1991PTC233838,AAA-4901,Active,2016-06-17,21544955,DMQXK1151M,27IZYOZ4741D1Z5,10.21,3878091.9,39093276,3674647,328884090,8654028,69085084,0,1,31%,12%,2,Standard,False,42%,Modern,4,3229733,Clean,8%,0.98%,1
L72392GJ1991PTC035898,AAA-8144,Active,1998-07-04,2418306,CRXZN8205C,27XIJNW8881G1Z5,8.69,435295.08,36961905,4977874,161442957,4772402,85040290,1,0,34%,49%,1,Standard,False,91%,Legacy,12,292955,Clean,45%,2.05%,1
L90400KA2004PTC382288,AAA-6016,Active,2002-04-18,69658052,KUFQV7980H,27ULSBC1730X1Z5,6.33,12538449.36,1978962,1834310,51539499,1769155,53961096,1,3,72%,16%,6,SMA-1,False,49%,Dilapidated,30,5069493,Clean,20%,4.12%,2
L69719MH2012PTC250686,AAA-3518,Dormant,2025-11-21,43259507,MKHXF1340L,27TUIOV8751J1Z5,1.08,7786711.26,5434220,3426665,17293190,5861682,89457183,1,0,50%,68%,3,Standard,False,44%,Modern,15,6816691,Clean,12%,5.21%,1
U20757GJ2021PTC481947,AAA-3123,Active,2006-10-19,42006003,DOSOM2051G,27RIDTE0257K1Z5,4.62,7561080.54,48379704,4463264,85319707,7142044,71856835,1,0,24%,71%,3,Standard,False,56%,Modern,40,6658719,Clean,33%,2.56%,1
U58116GJ1997PTC606809,AAA-8692,Active,2012-06-07,11097985,GJHSE6941T,27LNCUI7288Y1Z5,10.71,1997637.3,4407538,1510981,262861416,66733,17088997,6,3,106%,39%,9,NPA,False,63%,Dilapidated,12,1779924,Adverse,10%,0.79%,0
L56845GJ2014PTC799013,AAA-8700,Struck Off,2010-07-28,22821996,CEZLM2433W,27KNDZL3339W1Z5,11.36,4107959.28,22962929,498634,51190264,8811419,11690858,0,1,59%,24%,2,Standard,False,46%,Dilapidated,14,486538,Clean,2%,5.11%,1
L64799TN2016PTC015776,AAA-6958,Active,2008-12-15,34348591,SWZGP3518P,27FXIGR9672T1Z5,3.87,6182746.38,1192018,351180,262610787,1353364,39155510,4,1,67%,44%,7,SMA-2,False,75%,Legacy,9,4025775,Qualified,6%,2.5%,2
U91063GJ2022PTC332606,AAA-3309,Active,2021-09-14,44416635,HQEWY7758Z,27VDSPM7121I1Z5,9.6,7994994.3,4703699,67014,123875227,1361282,14796356,4,2,86%,36%,7,SMA-2,False,42%,Modern,33,6884350,Clean,49%,3.07%,2
U67781TN2012PTC370004,AAA-9499,Struck Off,2012-02-16,67625174,XKZOR2742C,27LLHCE3670O1Z5,5.25,12172531.32,34024297,2802563,115451390,5562195,47258052,0,1,18%,28%,1,Standard,False,90%,Dilapidated,40,10225612,Clean,24%,1.11%,1
L01892TN1999PTC842267,AAA-4243,Active,1999-07-29,28590446,UCITM9725M,27KESSG3493J1Z5,11.31,5146280.28,8608881,4141296,110866003,5725344,39062994,0,0,18%,47%,3,Standard,False,90%,Modern,7,5525366,Clean,29%,3.38%,1
L50877MH2009PTC531066,AAA-6520,Active,2000-07-14,16966179,VGLIW1870M,27YXYCJ3432E1Z5,7.42,3053912.22,38721108,2928172,154459178,19937109,33966553,5,4,104%,36%,9,SMA-2,False,89%,Modern,14,1752756,Adverse,34%,1.69%,0
U25585DL1998PTC586870,AAA-8481,Active,1999-08-07,14200696,FAPFY0168S,27GYVIV9604J1Z5,1.37,2556125.28,3865807,2697252,203519865,679747,73326452,6,5,102%,30%,8,SMA-2,False,86%,Legacy,27,784455,Adverse,12%,3.61%,0
U33845TN2000PTC540015,AAA-3351,Active,1999-04-23,23357342,OXNIJ7942M,27LISIW9370W1Z5,3.54,4204321.56,12944755,4818341,99665502,9351191,59964502,0,0,29%,50%,1,Standard,False,88%,Dilapidated,33,924868,Clean,33%,2.07%,1
L99991KA2022PTC805114,AAA-3478,Active,2011-04-24,33039994,HKPKK5388S,27VMHSH8941M1Z5,6.86,5947198.92,3811143,3785740,220571371,1518774,42899404,3,1,63%,41%,6,SMA-2,False,73%,Dilapidated,33,3044515,Clean,50%,3.17%,2
L43310KA1997PTC461944,AAA-1545,Struck Off,2010-11-22,74960841,AVXHS6345J,27RBCZT7636Z1Z5,9.67,13492951.38,3901041,3067008,7144088,401602,24625453,2,2,69%,29%,5,SMA-1,False,66%,Dilapidated,38,4680366,Qualified,28%,0.73%,2
L52222GJ1990PTC909124,AAA-3658,Active,2019-10-17,9843490,SJZAG9967P,27PGCIP7556Z1Z5,3.93,1771828.2,1240142,3523151,118312043,547064,64559368,4,3,73%,33%,5,SMA-2,False,41%,Modern,7,330146,Qualified,9%,3.25%,2
L73741MH1993PTC287066,AAA-3555,Active,2012-11-26,22076317,ZWMXZ7285I,27GGVVF6910D1Z5,8.71,3973737.06,7267557,4367775,238292353,12126488,40909409,1,1,52%,57%,1,Standard,False,87%,Modern,16,96984,Clean,33%,1.8%,1
L41980MH2021PTC722301,AAA-4653,Active,2008-08-10,10905171,CQGBR2346T,27MNMEL3491S1Z5,6.65,1962930.78,38082593,3119224,43827116,10403371,62620629,0,0,22%,33%,2,Standard,False,76%,Modern,7,1975696,Clean,28%,4.24%,1
L47157MH2020PTC586660,AAA-5288,Active,2016-08-29,24881054,BXTGL3524I,27IVWAO8708R1Z5,8.0,4478589.72,47743922,1641657,272740981,4530533,12182724,1,0,15%,70%,2,Standard,False,58%,Modern,33,2852373,Clean,4%,5.41%,1
L14122TN2011PTC722547,AAA-4804,Active,1997-06-21,60680441,RBYZF6393M,27PHREH3603L1Z5,1.45,10922479.38,2361001,871190,49660503,1102385,45771000,5,3,89%,63%,8,NPA,False,89%,Dilapidated,20,1455412,Adverse,38%,3.82%,0
U97524GJ1992PTC037274,AAA-3487,Active,2016-03-14,16405940,VOSJZ5803H,27PSXRM3734T1Z5,10.42,2953069.2,11321598,4586240,107739057,16261754,39520534,1,0,55%,14%,3,Standard,False,57%,Modern,10,159551,Clean,0%,3.92%,1
L73895GJ2014PTC267105,AAA-3392,Active,2003-07-02,10446081,BWQIO7765E,27QJWWK8327F1Z5,3.55,1880294.58,37187968,4430604,26642396,14020554,16873392,1,0,41%,27%,3,Standard,False,67%,Legacy,3,1545213,Clean,27%,4.65%,1
U46429GJ1999PTC075586,AAA-1502,Dormant,2010-03-31,50228589,AGDQF0273X,27SGIIE0359O1Z5,11.14,9041146.02,29122226,3003823,88364553,18973313,20581607,1,0,42%,39%,1,Standard,False,57%,Dilapidated,4,9100655,Clean,47%,5.4%,1
L47520MH1994PTC867756,AAA-9722,Active,2003-06-23,71335559,AFIXZ6362K,27XEACG9608S1Z5,1.86,12840400.62,2472616,4728359,26440318,209367,85520178,3,2,64%,47%,6,SMA-1,False,92%,Dilapidated,21,308404,Clean,26%,1.9%,2
U04233GJ2003PTC391435,AAA-1307,Active,2003-06-03,1501126,DFBQC1119X,27PPCLC6733Y1Z5,8.62,270202.68,34771083,3576959,12563424,5637285,29703521,0,1,24%,66%,2,Standard,False,41%,Dilapidated,39,108195,Clean,13%,1.71%,1
L36893GJ2014PTC260587,AAA-2610,Active,2003-03-13,21491647,BMYXV8642A,27KEYMG3146R1Z5,3.7,3868496.46,42111612,3610990,5990886,3206514,32964133,1,0,19%,32%,2,Standard,False,41%,Dilapidated,35,4223873,Clean,31%,3.62%,1
L93318GJ2015PTC700804,AAA-1965,Active,2004-05-25,37116442,HZBBD7005K,27JDHSY2863L1Z5,10.19,6680959.56,3132721,2241169,270845582,387183,88822325,1,1,74%,38%,4,SMA-1,False,63%,Dilapidated,17,4793436,Qualified,4%,1.49%,2
L61471MH2016PTC665580,AAA-7413,Active,2024-07-16,86360073,KTTWL4144H,27CCSFM3166Q1Z5,5.38,15544813.14,17885840,607444,198609027,15943890,18128268,0,1,54%,33%,1,Standard,False,64%,Dilapidated,14,16030405,Clean,37%,4.17%,1
U46282DL1999PTC614445,AAA-4327,Active,2009-09-26,64471918,IHLSV6023Y,27ARILZ7741A1Z5,9.02,11604945.24,35561036,3575283,11784255,17077925,11175907,5,5,100%,66%,10,SMA-2,True,44%,Dilapidated,32,1418096,Qualified,30%,4.41%,0
L16531MH1993PTC956111,AAA-9920,Dormant,2009-08-09,47722423,ZQYMT2455N,27NGPHS9672K1Z5,4.57,8590036.14,41190772,4694316,136601894,6436403,43518107,1,1,60%,49%,2,Standard,False,45%,Legacy,34,1425240,Clean,45%,0.91%,1
L97471MH1996PTC807387,AAA-1370,Active,2004-05-01,29823101,XYTEJ6724H,27AEDZS0857L1Z5,0.71,5368158.18,1705695,360606,62542950,1088203,60561173,1,1,82%,47%,5,SMA-1,False,54%,Legacy,27,304435,Qualified,0%,2.15%,2
L06751DL2004PTC753795,AAA-4033,Struck Off,2020-11-06,61119992,HJUMO4850D,27CUTAX9058J1Z5,3.87,11001598.56,44713082,4447553,11708122,9625840,95052333,0,0,26%,31%,3,Standard,False,63%,Modern,25,6217126,Clean,27%,1.95%,1
U32200GJ2004PTC981556,AAA-4930,Active,2023-12-22,44509129,FNQQW1403R,27OVIMC8891S1Z5,11.82,8011643.22,944418,797810,85546275,1450037,4580980,8,3,100%,33%,9,SMA-2,True,86%,Dilapidated,25,7436863,Qualified,7%,4.31%,0
L98589DL2023PTC088705,AAA-9340,Dormant,2000-07-06,75062108,QBGXP8437X,27YRPRO5915N1Z5,5.37,13511179.44,695231,3246397,356164842,1931616,52334555,6,4,101%,50%,7,NPA,False,58%,Legacy,7,11426218,Qualified,24%,2.34%,0
U36439DL1991PTC880458,AAA-9238,Active,2019-06-28,66025310,VLPWA5619Q,27WFVUF6831T1Z5,8.62,11884555.8,1549526,1268610,182271309,1191990,10558634,3,3,69%,34%,5,SMA-1,False,58%,Modern,13,12993037,Clean,15%,3.67%,2
L78353KA1994PTC881350,AAA-5486,Active,2012-06-12,34235676,BGVXB0611R,27MJFJB4632U1Z5,10.28,6162421.68,20971362,3793731,79639847,13186620,80984047,0,0,47%,62%,1,Standard,False,55%,Modern,35,2538891,Clean,43%,1.77%,1
U43463GJ1998PTC814736,AAA-5506,Active,2006-02-25,25281861,OCGDG2173B,27EZLGN8872V1Z5,6.81,4550734.98,29187116,2809720,216716768,4606526,10236689,1,1,48%,16%,3,Standard,False,85%,Dilapidated,23,2865681,Clean,13%,5.05%,1
U59762MH2003PTC169440,AAA-3968,Active,2015-07-04,31240140,NGNQE9695A,27DUZLT5641H1Z5,8.13,5623225.2,4491524,2732678,114287069,278189,45552561,4,3,88%,24%,7,SMA-2,False,60%,Legacy,17,783407,Clean,7%,2.72%,2
U85358KA2005PTC543857,AAA-2049,Active,2022-07-17,70336944,LCIBM6414R,27LSVLO3010V1Z5,4.65,12660649.92,22148996,2101771,84796895,16091194,95624818,1,0,46%,15%,1,Standard,False,59%,Modern,39,7224723,Clean,47%,0.92%,1
L43223KA2005PTC904642,AAA-7944,Active,2012-02-28,15794828,AFROR8712J,27ROYZA4746L1Z5,2.6,2843069.04,16174124,1805892,73762909,3687871,26912881,1,0,33%,43%,3,Standard,False,50%,Legacy,31,2517391,Clean,43%,1.75%,1
L13025DL2022PTC024843,AAA-1141,Active,2002-02-20,82190662,TNDEW3838R,27IHHLB0912E1Z5,8.62,14794319.16,1872402,3714014,580739,1272867,93340805,1,1,88%,11%,4,SMA-2,False,48%,Dilapidated,3,3349939,Qualified,29%,4.61%,2
L21752TN2016PTC359042,AAA-3822,Active,2013-05-13,66979991,ZTYAB7349G,27FYUIN3790B1Z5,11.77,12056398.38,2394396,1873752,47330451,1461284,46954126,1,2,78%,22%,6,SMA-2,False,64%,Legacy,25,4412917,Clean,0%,2.2%,2
U45601GJ2014PTC754002,AAA-4689,Active,2012-08-01,58182460,DLXLY9650R,27CBQBK9479Z1Z5,5.26,10472842.8,20628354,3724186,3024662,4536801,58075344,0,0,32%,48%,2,Standard,False,58%,Legacy,39,10927200,Clean,35%,3.37%,1
L96133DL2012PTC818346,AAA-2229,Active,2008-04-02,32885199,MVYZJ0807W,27DQMFN9011S1Z5,11.04,5919335.82,1730629,748450,61337795,1088066,56074338,3,1,81%,19%,5,SMA-2,False,59%,Legacy,30,2110838,Qualified,6%,0.88%,2
U71147GJ1993PTC800601,AAA-8775,Active,2013-05-12,18985857,WHRRR7420Y,27ZABPX5669F1Z5,7.47,3417454.26,1152485,72416,23630715,596695,80952068,8,5,85%,66%,8,SMA-2,True,48%,Dilapidated,38,1475402,Adverse,48%,4.06%,0
U56288MH2008PTC619254,AAA-4049,Active,2001-12-17,40574437,GUJUM7927W,27LQHSF8254C1Z5,9.96,7303398.66,2624865,4366508,89667476,672122,2706785,6,3,89%,62%,7,NPA,False,57%,Dilapidated,7,3723308,Adverse,33%,4.91%,0
U38653KA2005PTC660924,AAA-7315,Active,2021-11-29,30314699,OHJPP5826U,27VPDXU7711G1Z5,1.18,5456645.82,49399469,219158,52143285,16518387,23788278,1,1,10%,15%,1,Standard,False,89%,Modern,18,1706624,Clean,26%,1.39%,1
L79364KA2021PTC886885,AAA-3493,Active,2011-12-27,57719049,RXKUN0436F,27LBNOF0386P1Z5,9.92,10389428.82,18133535,2634965,207756272,14524609,71124305,1,0,33%,10%,2,Standard,False,79%,Modern,8,7138006,Clean,31%,2.58%,1
U89425GJ2001PTC938304,AAA-2593,Struck Off,2007-03-08,8318936,UMMTN5089L,27WHZQC7693H1Z5,5.76,1497408.48,778536,167323,21306082,1442236,9852487,1,2,61%,73%,4,SMA-1,False,41%,Modern,21,623138,Qualified,26%,3.59%,2
U41321DL2015PTC305753,AAA-1471,Active,2020-07-26,62557244,XZJOR5294F,27VMQET7607R1Z5,0.77,11260303.92,49125062,58568,9710893,13327629,78352682,0,1,33%,20%,1,Standard,False,76%,Modern,17,1323422,Clean,41%,1.33%,1
U67179TN1993PTC275211,AAA-2959,Active,2014-01-15,45595054,MAZRC3831X,27YGXPU9713U1Z5,0.84,8207109.72,4879123,4862373,120852606,500367,78483683,3,3,75%,52%,6,SMA-1,False,57%,Modern,28,2329327,Clean,49%,0.51%,2
L61962KA2002PTC442204,AAA-2240,Active,2020-07-08,35175479,BPVIS6000N,27DUDES4608S1Z5,0.96,6331586.22,4869268,801493,114049626,1359130,59308085,2,1,80%,74%,4,SMA-2,False,91%,Modern,4,5475788,Clean,43%,3.55%,2
U17523KA2021PTC221511,AAA-7041,Active,2021-05-03,12286947,VHBCP2756U,27OOKMI2266M1Z5,10.93,2211650.46,2956642,4809418,161224825,1747961,76981573,4,2,62%,57%,4,SMA-2,False,65%,Legacy,33,1960874,Qualified,8%,1.83%,2
L64803MH2006PTC545112,AAA-7572,Struck Off,2018-12-11,16349552,GXUIF9580P,27HLTFG4002R1Z5,6.7,2942919.36,329926,4570849,245907544,190722,79406893,1,3,61%,46%,5,SMA-1,False,74%,Legacy,19,2917432,Clean,46%,3.57%,2
L01979DL2003PTC013247,AAA-4103,Active,2008-04-10,28021963,BKWKB9662W,27HRBXV6894J1Z5,3.36,5043953.34,4109424,243048,17997106,1632129,14595788,4,2,65%,55%,7,SMA-2,False,83%,Legacy,38,3586298,Clean,42%,4.51%,2
L54537KA2019PTC244899,AAA-2227,Active,2000-08-20,2548460,MKYHE9282W,27YIERR5462V1Z5,0.58,458722.8,2657929,2172783,7331085,100768,50644229,3,2,69%,26%,5,SMA-2,False,48%,Legacy,20,1756,Clean,23%,1.65%,2
L62809DL1993PTC123719,AAA-8076,Active,2019-06-19,41547488,UDWUM6869A,27VMBMX7545A1Z5,2.52,7478547.84,19902618,4645891,97074395,7713495,94771878,0,0,37%,25%,1,Standard,False,55%,Legacy,16,1197830,Clean,28%,3.65%,1
L25310TN1995PTC107760,AAA-4612,Active,2012-04-23,16596707,JOVRE7379O,27ETGVZ5945M1Z5,3.3,2987407.26,40904241,1746422,271369584,18051761,53452327,1,1,16%,39%,1,Standard,False,67%,Legacy,16,2408267,Clean,17%,2.39%,1
L45674TN2023PTC502284,AAA-4120,Active,2012-10-17,41959539,YMRIJ0192H,27NXWHD7312F1Z5,1.17,7552717.02,31349744,1439497,51783470,9005379,19323648,1,1,11%,11%,3,Standard,False,48%,Modern,4,8322453,Clean,18%,4.95%,1
U42657MH1994PTC136749,AAA-4087,Active,2015-06-22,47857686,FAMAN5686E,27GOLFL7928T1Z5,11.05,8614383.48,12142962,2783842,34296846,3057579,91614468,7,5,106%,27%,7,SMA-2,False,88%,Modern,10,3776407,Qualified,27%,0.65%,0
L89185MH2002PTC961231,AAA-8043,Active,2000-01-30,40424088,UOSYX9160G,27MFKTH3844E1Z5,0.12,7276335.84,47178177,4374692,2480096,6772588,19229274,4,5,96%,25%,8,NPA,True,80%,Modern,10,2293608,Qualified,38%,5.31%,0
L70671KA1993PTC755515,AAA-5386,Active,2000-02-24,61622634,MKARF2726K,27CEMCQ8484Z1Z5,11.73,11092074.12,3505312,3816890,19250499,1344308,71174420,2,2,87%,17%,6,SMA-2,False,81%,Dilapidated,35,2393945,Qualified,4%,3.91%,2
L33440MH2009PTC321654,AAA-5030,Active,2016-11-13,39703765,RAWCS5494L,27WAQPF9512H1Z5,7.91,7146677.7,24990853,4093453,12313273,1883062,28534045,0,1,59%,40%,1,Standard,False,66%,Dilapidated,36,692894,Clean,35%,5.46%,1
U31186KA2013PTC406417,AAA-7473,Active,2001-11-24,3180945,ADQXI1411R,27PYLPQ3531Y1Z5,10.72,572570.1,131242,2552410,91481417,1159480,89215102,8,5,87%,69%,8,SMA-2,True,64%,Dilapidated,5,236822,Qualified,4%,2.85%,0
L05837DL1992PTC147726,AAA-3670,Active,1998-12-30,35475440,UULLT7135B,27ZPAAE9206E1Z5,1.63,6385579.2,10311222,3900527,70790103,15528289,8147573,0,0,35%,36%,2,Standard,False,42%,Dilapidated,34,3828110,Clean,44%,2.31%,1
L25155TN2000PTC944797,AAA-4869,Active,2015-01-20,65046820,SYXBF3716E,27EGSRJ3479G1Z5,9.52,11708427.6,488543,3548519,55087121,979879,58123040,3,1,76%,30%,6,SMA-1,False,93%,Legacy,22,10297215,Clean,36%,4.08%,2
L96458KA2009PTC990360,AAA-4442,Struck Off,2009-06-26,75784819,UZWYV7761C,27MRIQI2118Y1Z5,3.77,13641267.42,3534893,89972,58287271,339624,43974627,2,1,90%,34%,7,SMA-2,False,46%,Legacy,14,8481408,Clean,28%,5.23%,2
L09667DL1993PTC012429,AAA-1337,Active,2025-09-21,17203152,KHJRC7791Q,27LDCSH9458R1Z5,7.27,3096567.36,46598542,2743199,7519587,6218949,99015792,0,1,53%,20%,3,Standard,False,60%,Modern,14,1303421,Clean,14%,2.57%,1
L26286DL1990PTC625201,AAA-1636,Active,1998-12-31,36307946,OEIUA8418P,27WWODW5555N1Z5,6.54,6535430.28,632718,1884823,267618973,1411801,41255920,2,2,81%,15%,7,SMA-1,False,76%,Modern,15,3762396,Qualified,28%,2.61%,2
L14421GJ2007PTC663561,AAA-4364,Active,2007-10-07,39324568,ICZEG7953C,27XYCMV0199A1Z5,10.62,7078422.24,2199834,2273575,213042724,1897777,79595045,3,1,66%,57%,6,SMA-2,False,93%,Dilapidated,39,5655463,Clean,7%,0.72%,2
U24978KA2022PTC582147,AAA-9300,Active,2005-02-26,13321661,QOQZV5624D,27HYWUB5389H1Z5,3.6,2397898.98,4320459,1338344,26432028,1000417,48360308,1,2,83%,50%,7,SMA-2,False,49%,Dilapidated,23,1648432,Clean,32%,2.24%,2
U52569MH2020PTC862065,AAA-1735,Active,2001-08-17,6142389,BATNE1217B,27MXRJB3249S1Z5,2.44,1105630.02,25882315,1112486,88608785,19547322,15268456,1,1,50%,38%,1,Standard,False,86%,Dilapidated,4,775980,Clean,12%,1.97%,1
L41004GJ2003PTC771582,AAA-8553,Active,1998-02-06,49731373,LVJBJ1486A,27FSHYT6745W1Z5,4.65,8951647.14,47119886,3165160,39998185,5481833,23168331,0,1,25%,39%,3,Standard,False,84%,Legacy,23,9608992,Clean,45%,5.22%,1
L75225TN2021PTC319032,AAA-4776,Active,1998-12-04,26660024,ZPDHZ0870M,27DORNU0052B1Z5,9.44,4798804.32,15413259,1448737,32508813,7550347,80878002,1,1,13%,17%,3,Standard,False,64%,Modern,18,841485,Clean,45%,0.67%,1
U86265DL1990PTC722708,AAA-3062,Active,2018-02-05,14032828,HJVSO6579M,27MRYVM7535A1Z5,1.36,2525909.04,3628570,1737732,48407824,1978434,94027861,4,2,75%,43%,4,SMA-1,False,41%,Dilapidated,20,666983,Qualified,17%,2.56%,2
L28940DL2014PTC437844,AAA-6681,Dormant,1998-01-07,56221623,PCIOG2411O,27MAEMA8803I1Z5,3.37,10119892.14,16685761,1755142,13389975,18687504,89121969,0,0,42%,28%,3,Standard,False,69%,Dilapidated,11,7786266,Clean,23%,4.39%,1
U02467TN1995PTC801679,AAA-9586,Active,1999-02-08,60610560,DQRKH0161Z,27BMRUR8329M1Z5,8.73,10909900.8,2793304,1385731,33619335,136200,13156883,5,4,107%,40%,10,SMA-2,True,67%,Dilapidated,25,2400391,Qualified,11%,2.71%,0
U72882KA2017PTC019908,AAA-6914,Active,2017-08-01,31993982,HUWNQ4494T,27MYRXB2723G1Z5,8.97,5758916.76,27864326,756958,164910142,14300899,58606192,1,0,14%,33%,2,Standard,False,40%,Modern,9,1855305,Clean,1%,2.41%,1
U76303KA1999PTC127142,AAA-7479,Active,2007-08-06,780595,ILXHP0526F,27WCQPK2066H1Z5,4.07,140507.1,30599786,3592359,151765083,10243990,42106514,1,1,19%,56%,1,Standard,False,41%,Legacy,18,123724,Clean,18%,3.83%,1
L59323DL2021PTC825040,AAA-4288,Active,2025-07-28,65345754,NSFBH1778B,27ORRWM6970J1Z5,2.95,11762235.72,1566531,3870287,430311768,416368,13086851,2,3,83%,59%,5,SMA-1,False,84%,Dilapidated,19,1447109,Clean,16%,3.98%,2
U44492GJ1992PTC542803,AAA-4569,Active,1999-02-24,30954466,WEHEP8337N,27LGCSF1529X1Z5,4.19,5571803.88,1646152,3398200,297129889,292939,3593099,2,1,88%,23%,4,SMA-2,False,64%,Dilapidated,39,3326982,Clean,44%,0.85%,2
